City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Vao,NC,2022-03-12 01:08:37,-22.6667,167.4833,79.54,71,63,9.66
295,Tura,IN,2022-03-12 01:08:37,25.5198,90.2201,69.33,29,1,2.08
296,Lamu,KE,2022-03-12 01:08:38,-2.2717,40.902,79.02,82,6,9.51
297,Tiznit,MA,2022-03-12 01:08:38,29.5833,-9.5,53.22,69,13,0.94
298,Lavrentiya,RU,2022-03-12 01:08:39,65.5833,-171.0,16.74,77,0,9.13
299,Taltal,CL,2022-03-12 01:08:39,-25.4,-70.4833,66.36,78,22,3.96
300,Manoel Urbano,BR,2022-03-12 01:08:40,-8.8389,-69.2597,72.77,99,30,0.94
301,Muscat,OM,2022-03-12 01:08:40,23.6139,58.5922,75.22,66,80,3.87
302,Gumla,IN,2022-03-12 01:08:41,23.05,84.55,64.13,39,0,4.7
303,Neokhorion,GR,2022-03-12 01:08:41,41.1833,23.25,28.92,72,60,0.6
304,Antalaha,MG,2022-03-12 01:05:59,-14.9003,50.2788,74.01,92,100,6.24
305,Lawrenceburg,US,2022-03-12 01:08:42,38.0373,-84.8966,35.73,91,100,12.66
306,Port Blair,IN,2022-03-12 01:08:42,11.6667,92.75,80.24,70,100,5.68
307,Bridlington,GB,2022-03-12 01:08:43,54.0831,-0.1919,48.13,92,15,8.01
308,Laibin,CN,2022-03-12 01:08:43,23.7,109.2667,71.38,72,87,4.41
309,Aykhal,RU,2022-03-12 01:08:44,66.0,111.5,-8.23,97,100,2.73
310,Ketchikan,US,2022-03-12 01:08:44,55.3422,-131.6461,44.58,81,75,6.91
311,Lovozero,RU,2022-03-12 01:08:44,68.005,35.0117,22.51,96,59,9.46
312,Emba,KZ,2022-03-12 01:08:45,48.8264,58.1442,9.54,91,89,9.42
313,Alice Springs,AU,2022-03-12 01:07:08,-23.7,133.8833,81.95,18,0,11.5
314,Sobreira,PT,2022-03-12 01:09:45,41.5237,-7.8023,43.59,95,30,2.68
315,Vavuniya,LK,2022-03-12 01:09:46,8.7514,80.4971,72.09,96,25,2.24
316,Tamandare,BR,2022-03-12 01:09:46,-8.7597,-35.1047,78.49,71,100,4.23
317,Kamina,CD,2022-03-12 01:09:47,-8.7386,24.9906,65.16,95,100,4.03
318,Marystown,CA,2022-03-12 01:06:36,47.1666,-55.1483,30.85,100,98,8.08
319,Kirakira,SB,2022-03-12 01:09:47,-10.4544,161.9205,84.11,75,84,2.53
320,Buin,CL,2022-03-12 01:09:48,-33.7333,-70.75,72.73,44,0,2.59
321,Mufumbwe,ZM,2022-03-12 01:09:48,-13.6833,24.8,62.13,98,32,4.7
322,Beringovskiy,RU,2022-03-12 01:09:49,63.05,179.3167,10.99,78,1,9.75
323,Grindavik,IS,2022-03-12 01:09:49,63.8424,-22.4338,36.07,80,40,17.27
324,Pecos,US,2022-03-12 01:09:50,31.4229,-103.4932,40.03,45,0,8.05
325,Marsa Matruh,EG,2022-03-12 01:09:50,31.3525,27.2453,51.1,64,83,10.4
326,Dongkan,CN,2022-03-12 01:09:50,33.9997,119.8308,56.07,72,20,8.28
327,Gat,IL,2022-03-12 01:09:51,31.61,34.7642,48.88,100,100,11.63
328,Okhotsk,RU,2022-03-12 01:09:51,59.3833,143.3,12.83,76,100,16.96
329,Lasem,ID,2022-03-12 01:09:52,-6.6922,111.4527,81.52,81,100,4.94
330,Belyy Yar,RU,2022-03-12 01:09:52,53.6039,91.3903,4.89,60,0,8.95
331,Leh,IN,2022-03-12 01:09:52,34.1667,77.5833,2.5,63,1,3.27
332,Mayumba,GA,2022-03-12 01:09:53,-3.432,10.6554,77.61,86,100,4.45
333,Vanimo,PG,2022-03-12 01:09:53,-2.6741,141.3028,85.68,67,65,3.87
334,Bathsheba,BB,2022-03-12 01:09:54,13.2167,-59.5167,77.61,73,20,20.71
335,Uglegorsk,RU,2022-03-12 01:09:54,49.0833,142.0333,27.82,94,100,14.61
336,Eslamshahr,IR,2022-03-12 01:09:55,35.5605,51.2346,54.84,30,0,11.5
337,Kayerkan,RU,2022-03-12 01:09:55,69.3497,87.7602,-25.31,98,98,6.85
338,Kyshtovka,RU,2022-03-12 01:09:55,56.555,76.6271,-19.52,100,100,5.26
339,Coquimbo,CL,2022-03-12 01:09:56,-29.9533,-71.3436,60.53,88,100,4.61
340,Adrar,MR,2022-03-12 01:09:56,20.5022,-10.0711,65.07,11,0,10.45
341,Nanortalik,GL,2022-03-12 01:09:57,60.1432,-45.2371,13.62,77,92,30.09
342,Barra,BR,2022-03-12 01:09:57,-11.0894,-43.1417,79.48,61,88,8.7
343,Gizo,SB,2022-03-12 01:09:58,-8.103,156.8419,84.76,63,92,3.04
344,Alofi,NU,2022-03-12 01:09:58,-19.0595,-169.9187,80.62,76,98,11.12
345,Pangody,RU,2022-03-12 01:09:59,65.85,74.4859,-8.99,98,90,9.75
346,Povoa De Varzim,PT,2022-03-12 01:09:59,41.3834,-8.7636,48.67,81,40,8.05
347,Middletown,US,2022-03-12 01:06:20,39.5151,-84.3983,30.34,92,100,8.05
348,Hambantota,LK,2022-03-12 01:10:00,6.1241,81.1185,75.54,100,20,1.14
349,Bulolo,PG,2022-03-12 01:10:00,-7.2,146.65,80.19,77,98,2.91
350,Pasighat,IN,2022-03-12 01:10:01,28.0667,95.3333,71.13,38,25,2.73
351,Zambezi,ZM,2022-03-12 01:10:02,-13.5432,23.1047,64.08,96,97,4.76
352,Kapuskasing,CA,2022-03-12 01:06:13,49.4169,-82.4331,18.63,92,100,7.56
353,Ballaghaderreen,IE,2022-03-12 01:10:03,53.9,-8.5833,40.82,95,100,4.81
354,Surab,PK,2022-03-12 01:10:04,28.4914,66.2585,57.02,46,81,1.68
355,Niagara Falls,CA,2022-03-12 01:10:05,43.1001,-79.0663,33.87,93,100,8.05
356,Vertientes,CU,2022-03-12 01:10:06,21.2594,-78.1464,75.81,75,61,4.72
357,Severo-Kurilsk,RU,2022-03-12 01:08:58,50.6789,156.125,31.91,97,100,2.39
358,Nyurba,RU,2022-03-12 01:10:07,63.2842,118.3319,-4.16,97,100,1.34
359,Sur,OM,2022-03-12 01:10:07,22.5667,59.5289,77.67,49,63,5.01
360,Portland,US,2022-03-12 01:09:16,45.5234,-122.6762,59.77,43,85,1.99
361,Belaya Gora,RU,2022-03-12 01:10:08,68.5333,146.4167,-5.04,93,19,1.57
362,Rio Grande,BR,2022-03-12 01:10:08,-32.035,-52.0986,56.95,66,1,8.97
363,Maragogi,BR,2022-03-12 01:11:09,-9.0122,-35.2225,78.55,73,100,5.14
364,Xuddur,SO,2022-03-12 01:11:09,4.1213,43.8894,69.58,76,100,16.28
365,Matane,CA,2022-03-12 01:11:09,48.8286,-67.522,14.63,89,100,5.19
366,Makaha,US,2022-03-12 01:11:10,21.4694,-158.2175,87.71,47,0,9.22
367,Kaeo,NZ,2022-03-12 01:11:10,-35.1,173.7833,78.33,64,83,5.75
368,Vega De Alatorre,MX,2022-03-12 01:11:11,20.0333,-96.6333,74.19,87,25,1.57
369,Necochea,AR,2022-03-12 01:11:11,-38.5473,-58.7368,56.16,69,0,8.12
370,Dinar,TR,2022-03-12 01:11:11,38.065,30.1656,19.36,83,6,5.93
371,Pringsewu,ID,2022-03-12 01:11:12,-5.3582,104.9744,78.62,85,79,0.98
372,Neiafu,TO,2022-03-12 01:11:12,-18.65,-173.9833,79.48,89,75,11.5
373,Gamba,GA,2022-03-12 01:11:13,-2.65,10.0,76.84,84,100,2.84
374,Lasa,IT,2022-03-12 01:11:13,46.6166,10.7002,35.69,97,100,2.98
375,La Ronge,CA,2022-03-12 01:11:14,55.1001,-105.2842,6.69,90,100,3.98
376,Steinbach,DE,2022-03-12 01:11:14,50.1667,8.5667,44.19,38,0,10.36
377,Wolgast,DE,2022-03-12 01:11:15,54.05,13.7667,32.86,52,0,14.5
378,Lagoa,PT,2022-03-12 01:11:15,39.05,-27.9833,58.12,71,100,12.15
379,La Tuque,CA,2022-03-12 01:11:16,47.4334,-72.7824,25.39,97,100,3.8
380,Porto Novo,BJ,2022-03-12 01:11:16,6.4965,2.6036,79.0,82,100,6.85
381,Cap Malheureux,MU,2022-03-12 01:11:16,-19.9842,57.6142,76.46,89,97,13.98
382,Krasnoselkup,RU,2022-03-12 01:11:17,65.7,82.4667,-21.71,100,100,7.92
383,Hopelchen,MX,2022-03-12 01:11:18,19.7667,-89.85,88.03,34,0,6.24
384,Manga,BF,2022-03-12 01:11:18,11.6636,-1.0731,85.12,14,91,5.95
385,Wamba,NG,2022-03-12 01:11:19,8.9333,8.6,80.2,35,9,4.14
386,Alasehir,TR,2022-03-12 01:11:19,38.3508,28.5172,21.15,92,66,3.06
387,Quatre Cocos,MU,2022-03-12 01:11:19,-20.2078,57.7625,77.11,85,71,11.41
388,Rundu,NA,2022-03-12 01:11:20,-17.9333,19.7667,65.37,92,100,3.74
389,Talakan,RU,2022-03-12 01:11:21,50.3167,130.3667,17.96,88,97,4.0
390,Liseleje,DK,2022-03-12 01:11:21,56.0053,11.9483,37.33,65,0,8.99
391,Nkayi,CG,2022-03-12 01:11:21,-4.1841,13.2884,72.5,98,100,1.9
392,Tateyama,JP,2022-03-12 01:11:22,34.9833,139.8667,59.31,45,0,8.97
393,Taoudenni,ML,2022-03-12 01:11:22,22.6783,-3.9836,68.56,15,0,11.16
394,Bakaly,RU,2022-03-12 01:11:23,55.1789,53.8028,-10.1,100,100,2.55
395,Punta Alta,AR,2022-03-12 01:11:23,-38.8759,-62.0736,60.87,65,0,11.65
396,Okha,RU,2022-03-12 01:11:24,53.5739,142.9478,18.75,87,96,7.4
397,Qax,AZ,2022-03-12 01:11:24,41.4225,46.9242,33.01,99,100,0.25
398,Mattru,SL,2022-03-12 01:11:25,7.6244,-11.8332,76.69,85,100,0.89
399,Karratha,AU,2022-03-12 01:11:25,-20.7377,116.8463,90.86,46,4,6.11
400,Huari,PE,2022-03-12 01:11:25,-9.3333,-77.2333,42.51,96,100,3.67
401,Flinders,AU,2022-03-12 01:11:26,-34.5833,150.8552,75.18,72,100,5.99
402,Baculin,PH,2022-03-12 01:11:26,7.4525,126.5842,84.11,70,62,2.91
403,Severnyy,RU,2022-03-12 01:11:27,50.677,36.5532,8.64,72,0,4.47
404,Santa Vitoria Do Palmar,BR,2022-03-12 01:11:27,-33.5189,-53.3681,60.01,74,0,7.2
405,Arman,RU,2022-03-12 01:11:27,59.7,150.1667,28.02,72,86,3.58
406,Tessalit,ML,2022-03-12 01:11:28,20.1986,1.0114,70.5,16,0,9.01
407,Derbent,RU,2022-03-12 01:12:28,42.0678,48.2899,36.03,88,100,16.11
408,Iracoubo,GF,2022-03-12 01:12:29,5.4802,-53.2011,76.21,88,100,8.63
409,Muromtsevo,RU,2022-03-12 01:12:29,56.3724,75.2418,-14.33,100,100,5.64
410,Ilulissat,GL,2022-03-12 01:12:30,69.2167,-51.1,5.02,72,75,10.36
411,Saint George,US,2022-03-12 01:11:50,37.1041,-113.5841,59.59,14,0,0.0
412,Kula,TR,2022-03-12 01:12:30,38.5473,28.6498,21.76,76,42,2.68
413,Volpiano,IT,2022-03-12 01:12:31,45.2015,7.7782,47.34,67,75,4.61
414,Presidente Venceslau,BR,2022-03-12 01:12:31,-21.8761,-51.8439,70.34,93,97,11.7
415,Zhigansk,RU,2022-03-12 01:12:32,66.7697,123.3711,-1.12,95,100,8.86
416,Olafsvik,IS,2022-03-12 01:12:33,64.8945,-23.7142,38.95,68,100,19.91
417,Buraydah,SA,2022-03-12 01:12:33,26.326,43.975,63.68,28,99,10.38
418,Talnakh,RU,2022-03-12 01:12:34,69.4865,88.3972,-25.55,98,89,8.63
419,Sechura,PE,2022-03-12 01:12:34,-5.5569,-80.8222,75.38,76,12,7.31
420,Kilrush,IE,2022-03-12 01:12:34,52.6397,-9.4833,40.75,87,100,15.39
421,Morgan City,US,2022-03-12 01:11:18,29.6994,-91.2068,66.99,100,100,6.91
422,Sturovo,SK,2022-03-12 01:12:35,47.7949,18.7175,28.29,41,0,2.35
423,Nkhotakota,MW,2022-03-12 01:12:35,-12.9274,34.2961,72.34,90,100,8.84
424,Doha,QA,2022-03-12 01:12:36,25.2867,51.5333,75.18,71,100,6.91
425,Makokou,GA,2022-03-12 01:12:36,0.5738,12.8642,69.82,98,100,1.21
426,Przasnysz,PL,2022-03-12 01:12:37,53.0191,20.8803,26.55,49,16,4.68
427,Baishishan,CN,2022-03-12 01:12:37,43.5833,127.5667,34.92,32,100,2.93
428,Itaobim,BR,2022-03-12 01:12:38,-16.5667,-41.8333,71.26,80,0,2.01
429,Ladushkin,RU,2022-03-12 01:12:38,54.5703,20.171,26.76,51,23,7.54
430,Acarau,BR,2022-03-12 01:12:38,-2.8856,-40.12,76.37,88,100,5.06
431,Peruibe,BR,2022-03-12 01:12:39,-24.32,-46.9983,75.36,93,100,2.35
432,Chuy,UY,2022-03-12 01:08:33,-33.6971,-53.4616,59.83,73,0,8.14
433,Labuhan,ID,2022-03-12 01:12:40,-6.8844,112.2051,81.43,79,100,1.61
434,Altay,CN,2022-03-12 01:12:40,47.8667,88.1167,27.82,74,100,2.93
435,Ribeira Brava,PT,2022-03-12 01:12:41,32.65,-17.0667,62.71,74,54,1.99
436,Mapiripan,CO,2022-03-12 01:12:41,2.8892,-72.1256,80.26,70,90,4.76
437,Dong Xoai,VN,2022-03-12 01:12:42,11.5333,106.9167,81.64,60,89,1.28
438,Arlit,NE,2022-03-12 01:12:42,18.7369,7.3853,70.9,17,0,7.83
439,Guerrero Negro,MX,2022-03-12 01:12:43,27.9769,-114.0611,70.18,22,10,14.67
440,Fairbanks,US,2022-03-12 01:09:40,64.8378,-147.7164,25.09,32,0,9.22
441,Buchanan,LR,2022-03-12 01:12:43,5.8808,-10.0467,79.36,90,100,5.48
442,Rorvik,NO,2022-03-12 01:12:44,64.8621,11.2373,38.75,77,0,10.94
443,Xihe,CN,2022-03-12 01:12:44,31.6864,113.4659,65.73,71,100,6.53
444,Opichen,MX,2022-03-12 01:12:45,20.55,-89.85,84.16,44,0,2.26
445,Pemberton,CA,2022-03-12 01:12:45,50.3164,-122.8027,43.12,94,100,6.31
446,At-Bashi,KG,2022-03-12 01:12:46,41.1702,75.8106,34.32,85,100,2.64
447,Reserva,BR,2022-03-12 01:12:46,-24.6503,-50.8506,64.6,99,100,1.83
448,Barcelos,PT,2022-03-12 01:08:03,41.5388,-8.6151,48.34,87,100,5.06
449,Khorramshahr,IR,2022-03-12 01:13:47,30.4397,48.1664,62.55,24,100,9.35
450,Bambanglipuro,ID,2022-03-12 01:13:47,-7.95,110.2833,78.01,86,100,3.65
451,Livingston,GB,2022-03-12 01:10:33,55.9029,-3.5226,48.47,84,40,9.22
452,Nioro,GM,2022-03-12 01:13:48,13.35,-15.75,83.23,10,0,7.65
453,Normandin,CA,2022-03-12 01:13:49,48.8333,-72.5321,4.55,99,84,0.2
454,Palma Di Montechiaro,IT,2022-03-12 01:13:49,37.1926,13.765,47.32,84,82,9.62
455,Leshukonskoye,RU,2022-03-12 01:13:49,64.8989,45.7622,26.62,97,100,5.19
456,Plymouth,US,2022-03-12 01:13:50,41.8334,-70.8328,41.07,90,0,4.61
457,Ikongo,MG,2022-03-12 01:13:50,-21.8833,47.4333,71.01,99,100,0.87
458,Sieradz,PL,2022-03-12 01:13:51,51.5958,18.7302,25.5,68,3,9.46
459,Ilhabela,BR,2022-03-12 01:09:52,-23.7781,-45.3581,79.2,82,98,5.06
460,Mildura,AU,2022-03-12 01:09:41,-34.2,142.15,78.08,33,10,8.05
461,Poum,NC,2022-03-12 01:13:51,-20.2333,164.0167,81.82,73,2,0.94
462,Harper,LR,2022-03-12 01:13:52,4.375,-7.7169,79.54,88,79,7.47
463,Mbini,GQ,2022-03-12 01:13:52,1.574,9.6134,79.3,85,100,7.09
464,Miraflores,MX,2022-03-12 01:13:53,19.2167,-98.8083,74.05,33,97,4.79
465,Alamosa,US,2022-03-12 01:13:53,37.4695,-105.87,28.38,43,0,6.91
466,Bethanien,NA,2022-03-12 01:13:54,-26.502,17.1583,73.92,64,25,3.6
467,Derzhavinsk,KZ,2022-03-12 01:13:54,51.1,66.3167,10.18,94,100,17.87
468,Houma,US,2022-03-12 01:10:03,29.5958,-90.7195,70.0,91,75,4.61
469,Torbat-E Jam,IR,2022-03-12 01:13:55,35.244,60.6225,68.7,34,0,10.92
470,Tahe,CN,2022-03-12 01:13:55,52.3333,124.7333,15.51,68,100,3.33
471,Nauta,PE,2022-03-12 01:13:55,-4.5061,-73.5757,73.67,97,99,0.94
472,Vuktyl,RU,2022-03-12 01:13:56,63.8567,57.3094,11.25,93,100,12.8
473,Samana,DO,2022-03-12 01:13:56,19.2056,-69.3369,75.2,81,5,9.73
474,Grao Mogol,BR,2022-03-12 01:13:57,-16.5594,-42.8897,65.66,87,1,2.59
475,Allonnes,FR,2022-03-12 01:13:57,47.9674,0.1581,46.44,87,75,10.36
476,Gorontalo,ID,2022-03-12 01:11:38,0.5412,123.0595,87.55,68,32,0.69
477,Pemangkat,ID,2022-03-12 01:13:58,1.1667,108.9667,80.92,73,88,1.19
478,Sao Sebastiao,BR,2022-03-12 01:13:16,-23.76,-45.4097,78.96,81,98,5.1
479,Porto Santo,PT,2022-03-12 01:13:58,33.072,-16.3415,59.38,77,20,6.91
480,Lazaro Cardenas,MX,2022-03-12 01:10:18,17.9583,-102.2,75.42,69,100,9.48
481,Nome,US,2022-03-12 01:13:59,64.5011,-165.4064,30.27,37,0,21.85
482,Iquitos,PE,2022-03-12 01:13:59,-3.7481,-73.2472,77.04,100,40,2.3
483,Marabba,SD,2022-03-12 01:14:00,12.35,32.1833,76.93,18,11,16.02
484,Bonavista,CA,2022-03-12 01:14:00,48.6499,-53.1147,28.27,64,100,21.61
485,Bilibino,RU,2022-03-12 01:14:01,68.0546,166.4372,18.54,54,0,1.23
486,Angoram,PG,2022-03-12 01:14:01,-4.0625,144.0661,89.19,58,96,0.43
487,Umm Kaddadah,SD,2022-03-12 01:14:02,13.6017,26.6876,67.35,18,100,16.22
488,Pabellon De Hidalgo,MX,2022-03-12 01:14:02,22.1667,-102.35,69.96,12,0,12.71
489,Camden,US,2022-03-12 01:14:03,39.7835,-74.9663,49.59,77,44,5.01
490,Progreso,MX,2022-03-12 01:14:03,21.2833,-89.6667,84.31,78,0,8.61
491,Wick,GB,2022-03-12 01:14:04,58.4333,-3.0833,44.65,93,100,26.46
492,Jumla,NP,2022-03-12 01:14:04,29.2747,82.1838,35.82,53,0,6.4
493,Warrington,GB,2022-03-12 01:14:04,53.3925,-2.5802,49.44,88,40,12.66
494,Maniitsoq,GL,2022-03-12 01:14:05,65.4167,-52.9,-7.82,94,100,6.87
495,Keflavik,IS,2022-03-12 01:14:05,64.0049,-22.5624,36.03,80,40,17.27
496,Urengoy,RU,2022-03-12 01:15:06,65.9667,78.3667,-19.44,100,100,7.81
497,Najran,SA,2022-03-12 01:15:06,17.4924,44.1277,68.92,61,19,6.62
498,Saint-Joseph,RE,2022-03-12 01:15:07,-21.3667,55.6167,73.78,81,24,10.42
499,Capuluan,PH,2022-03-12 01:15:08,13.8147,122.5181,82.9,74,50,4.43
500,Asau,RO,2022-03-12 01:15:08,46.4333,26.4,22.28,89,100,5.97
501,Maun,BW,2022-03-12 01:15:08,-19.9833,23.4167,72.0,43,21,12.37
502,Paamiut,GL,2022-03-12 01:15:09,61.994,-49.6678,7.2,88,100,23.0
503,Asosa,ET,2022-03-12 01:15:09,10.0667,34.5333,71.17,34,96,2.93
504,Gobabis,NA,2022-03-12 01:15:10,-22.45,18.9667,68.59,45,9,5.84
505,Unity,CA,2022-03-12 01:15:10,52.4501,-109.1682,3.25,85,100,13.69
506,Palitana,IN,2022-03-12 01:15:11,21.5167,71.8333,76.01,32,0,6.22
507,Belturbet,IE,2022-03-12 01:15:11,54.1,-7.45,40.68,98,100,3.15
508,Nantucket,US,2022-03-12 01:15:11,41.2835,-70.0995,42.85,92,0,6.91
509,Hasaki,JP,2022-03-12 01:15:12,35.7333,140.8333,63.28,61,0,14.56
510,Baoding,CN,2022-03-12 01:15:12,38.8511,115.4903,42.82,66,100,5.32
511,Grajau,BR,2022-03-12 01:15:13,-5.8194,-46.1386,72.63,97,100,2.64
512,Itamaraju,BR,2022-03-12 01:15:13,-17.0392,-39.5311,71.58,96,6,1.5
513,Santa Maria,BR,2022-03-12 01:15:14,-29.6842,-53.8069,63.18,96,64,6.35
514,Tarata,BO,2022-03-12 01:15:14,-17.6167,-66.0167,56.62,85,100,6.42
515,Los Llanos De Aridane,ES,2022-03-12 01:15:14,28.6585,-17.9182,58.75,83,0,8.01
516,Beira,MZ,2022-03-12 01:15:15,-19.8436,34.8389,82.49,74,75,14.97
517,Katsuura,JP,2022-03-12 01:15:15,35.1333,140.3,59.0,45,0,5.7
518,Aswan,EG,2022-03-12 01:15:16,24.0934,32.907,55.33,37,58,13.15
519,Ostrovnoy,RU,2022-03-12 01:15:16,68.0531,39.5131,26.58,87,77,13.33
520,Severodvinsk,RU,2022-03-12 01:15:16,64.5635,39.8302,28.51,98,89,5.57
521,Banda Aceh,ID,2022-03-12 01:12:01,5.5577,95.3222,79.38,79,30,6.64
522,Vestmannaeyjar,IS,2022-03-12 01:15:17,63.4427,-20.2734,40.87,62,100,16.26
523,Cubuk,TR,2022-03-12 01:15:18,40.2386,33.0322,18.77,73,20,2.3
524,Fayaoue,NC,2022-03-12 01:15:18,-20.65,166.5333,82.04,76,23,10.51
525,Oum Hadjer,TD,2022-03-12 01:15:18,13.2954,19.6966,77.52,19,5,11.12
526,Hirado,JP,2022-03-12 01:15:19,33.3597,129.5531,60.12,80,21,8.41
527,Liuli,TZ,2022-03-12 01:15:19,-11.0833,34.6333,74.28,81,100,6.02
528,Nuuk,GL,2022-03-12 01:13:56,64.1835,-51.7216,7.41,78,100,13.8
529,Poltavka,RU,2022-03-12 01:15:20,54.3663,71.7632,-0.85,91,100,10.98
530,Hailar,CN,2022-03-12 01:15:20,49.2,119.7,20.77,75,100,13.73
531,Reconquista,AR,2022-03-12 01:15:21,-29.15,-59.65,62.76,77,0,6.64
532,Ilo,PE,2022-03-12 01:15:21,-17.6394,-71.3375,71.28,89,52,6.71
533,Tarakan,ID,2022-03-12 01:15:22,3.3,117.6333,78.3,89,75,3.44
534,Vestmanna,FO,2022-03-12 01:15:22,62.1564,-7.1664,43.72,87,100,29.93
535,Ngunguru,NZ,2022-03-12 01:15:22,-35.6167,174.5,70.97,58,27,9.1
536,Yambio,SS,2022-03-12 01:15:23,4.5721,28.3955,70.92,77,98,3.83
537,Waingapu,ID,2022-03-12 01:15:23,-9.6567,120.2641,83.53,78,100,7.9
538,Verkhoyansk,RU,2022-03-12 01:15:24,67.5447,133.385,-2.92,92,87,3.15
539,Shingu,JP,2022-03-12 01:15:24,33.7333,135.9833,65.46,53,7,4.16
540,Yantzaza,EC,2022-03-12 01:15:25,-3.8278,-78.7594,68.4,99,100,1.28
541,Itacarambi,BR,2022-03-12 01:15:25,-15.1022,-44.0919,75.99,69,96,1.05
542,Shimoda,JP,2022-03-12 01:16:25,34.6667,138.95,64.11,50,0,6.93
543,Gaziantep,TR,2022-03-12 01:16:26,37.0594,37.3825,26.53,86,0,1.14
544,Jiuquan,CN,2022-03-12 01:16:26,39.7432,98.5174,46.51,24,95,5.1
545,Minab,IR,2022-03-12 01:16:27,27.1467,57.0801,66.52,77,73,0.0
546,Gambo,CF,2022-03-12 01:16:27,4.6482,22.2633,67.84,97,100,0.89
547,Nouakchott,MR,2022-03-12 01:16:28,18.0858,-15.9785,71.53,23,0,12.62
548,Carlsbad,US,2022-03-12 01:14:00,33.1581,-117.3506,72.37,39,0,11.5
549,Chicama,PE,2022-03-12 01:16:28,-7.8447,-79.1469,66.74,71,57,5.37
550,Vista Hermosa,MX,2022-03-12 01:16:29,19.5167,-99.2167,74.59,10,0,10.36
551,Kant,IN,2022-03-12 01:16:29,27.8,79.8,60.49,45,0,6.38
